referrer,views_total,views_unique
github.com,1412,93
mathesar.org,287,50
madewithsvelte.com,255,4
docs.mathesar.org,226,16
Google,180,44
goodfirstissues.com,91,34
news.ycombinator.com,36,30
svelte.dev,30,1
mail.google.com,26,3
com.google.android.gm,18,2
