referrer,views_total,views_unique
github.com,467,74
Google,312,48
mathesar.org,308,61
summerofcode.withgoogle.com,56,15
wiki.mathesar.org,50,12
news.ycombinator.com,27,13
docs.mathesar.org,25,4
up-for-grabs.net,23,7
aritra8438.github.io,22,4
madewithsvelte.com,12,1
