url_path,views_total,views_unique
/centerofci/mathesar,385,221
/centerofci/mathesar/issues,179,46
/centerofci/mathesar/pulls,170,17
/centerofci/mathesar/pull/3059,54,8
/centerofci/mathesar/tree/develop/mathesar,47,10
/centerofci/mathesar/tree/develop,41,10
/centerofci/mathesar/blob/develop/docker-compose.yml,37,9
/centerofci/mathesar/blob/develop/CONTRIBUTING.md,32,10
/centerofci/mathesar/tree/develop/mathesar_ui/src,32,8
/centerofci/mathesar/pull/3092,28,3
