referrer,views_total,views_unique
github.com,1445,145
Google,665,96
mathesar.org,355,94
docs.mathesar.org,260,44
svelte.dev,229,129
news.ycombinator.com,93,61
up-for-grabs.net,83,14
Bing,43,5
mail.google.com,42,9
com.google.android.gm,39,6
