referrer,views_total,views_unique
github.com,1537,109
Google,456,61
mathesar.org,194,60
docs.mathesar.org,145,32
svelte.dev,137,79
news.ycombinator.com,67,35
mail.google.com,43,6
Bing,31,3
groups.google.com,29,3
up-for-grabs.net,28,8
