time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-04-25 00:00:00+00:00,318,15,394,48
2023-04-26 00:00:00+00:00,159,12,355,43
2023-04-27 00:00:00+00:00,92,10,298,46
2023-04-28 00:00:00+00:00,122,10,226,50
2023-04-29 00:00:00+00:00,4,4,111,27
2023-04-30 00:00:00+00:00,34,9,90,25
2023-05-01 00:00:00+00:00,233,10,483,38
2023-05-02 00:00:00+00:00,149,12,377,53
2023-05-03 00:00:00+00:00,144,16,346,53
2023-05-04 00:00:00+00:00,211,28,347,39
2023-05-05 00:00:00+00:00,23,5,260,50
2023-05-06 00:00:00+00:00,20,7,327,43
2023-05-07 00:00:00+00:00,33,8,167,29
2023-05-08 00:00:00+00:00,48,14,195,27
