referrer,views_total,views_unique
Google,512,33
github.com,323,63
mathesar.org,121,40
groups.google.com,64,2
docs.mathesar.org,46,10
korben.info,24,3
django-news.com,15,13
search.brave.com,15,3
news.ycombinator.com,10,10
medevel.com,10,6
