referrer,views_total,views_unique
github.com,390,60
Google,272,66
wiki.mathesar.org,138,8
mathesar.org,94,42
up-for-grabs.net,67,9
summerofcode.withgoogle.com,55,17
search.brave.com,25,2
docs.mathesar.org,17,6
DuckDuckGo,13,4
in.search.yahoo.com,9,1
