referrer,views_total,views_unique
Google,557,39
github.com,437,70
mathesar.org,130,44
docs.mathesar.org,59,13
news.ycombinator.com,31,11
django-news.com,17,15
t.co,17,11
up-for-grabs.net,16,3
search.brave.com,15,3
groups.google.com,13,1
