url_path,views_total,views_unique
/centerofci/mathesar,449,236
/centerofci/mathesar/issues,230,60
/centerofci/mathesar/pulls,132,21
/centerofci/mathesar/blob/develop/DEVELOPER_GUIDE.md,98,13
/centerofci/mathesar/blob/develop/CONTRIBUTING.md,65,13
/centerofci/mathesar/pull/3170,52,4
/centerofci/mathesar/issues/3192,46,22
/centerofci/mathesar/pull/3195,43,5
/centerofci/mathesar/tree/develop/mathesar_ui,38,13
/centerofci/mathesar/labels,34,15
