referrer,views_total,views_unique
github.com,381,76
Google,305,54
mathesar.org,237,66
up-for-grabs.net,121,16
summerofcode.withgoogle.com,118,27
news.ycombinator.com,79,8
wiki.mathesar.org,45,10
search.brave.com,19,1
medevel.com,16,7
docs.mathesar.org,16,5
