referrer,views_total,views_unique
github.com,782,100
mathesar.org,226,44
Google,192,43
madewithsvelte.com,56,4
docs.mathesar.org,46,4
medevel.com,25,9
news.ycombinator.com,22,15
wiki.mathesar.org,22,10
up-for-grabs.net,17,7
t.co,14,3
