referrer,views_total,views_unique
github.com,447,76
mathesar.org,275,53
Google,268,49
summerofcode.withgoogle.com,59,15
wiki.mathesar.org,51,12
docs.mathesar.org,30,5
news.ycombinator.com,28,14
up-for-grabs.net,24,7
aritra8438.github.io,23,4
madewithsvelte.com,12,1
