referrer,views_total,views_unique
github.com,1561,139
Google,599,88
mathesar.org,295,81
docs.mathesar.org,258,42
svelte.dev,253,142
up-for-grabs.net,77,13
news.ycombinator.com,74,52
Bing,53,6
mail.google.com,42,10
groups.google.com,37,5
