referrer,views_total,views_unique
github.com,656,99
mathesar.org,212,50
Google,153,38
madewithsvelte.com,56,4
docs.mathesar.org,51,6
news.ycombinator.com,38,13
medevel.com,23,8
up-for-grabs.net,23,5
wiki.mathesar.org,19,8
t.co,17,11
