referrer,views_total,views_unique
github.com,309,75
Google,278,49
mathesar.org,247,68
up-for-grabs.net,125,17
summerofcode.withgoogle.com,96,22
news.ycombinator.com,84,11
wiki.mathesar.org,67,11
docs.mathesar.org,20,9
search.brave.com,19,1
medevel.com,14,5
