referrer,views_total,views_unique
github.com,1326,86
mathesar.org,347,54
madewithsvelte.com,242,2
docs.mathesar.org,230,18
Google,156,42
goodfirstissues.com,90,33
news.ycombinator.com,38,31
svelte.dev,30,1
com.google.android.gm,25,3
mail.google.com,24,2
