referrer,views_total,views_unique
github.com,639,81
mathesar.org,243,34
news.ycombinator.com,202,8
Google,182,53
docs.mathesar.org,70,20
medevel.com,37,8
up-for-grabs.net,23,6
svelte.dev,18,15
groups.google.com,18,3
waves.digitalocean.com,14,11
