referrer,views_total,views_unique
github.com,1395,93
madewithsvelte.com,260,6
mathesar.org,246,52
docs.mathesar.org,217,15
Google,132,42
goodfirstissues.com,93,29
news.ycombinator.com,35,29
svelte.dev,33,1
mail.google.com,26,3
com.google.android.gm,19,3
