referrer,views_total,views_unique
github.com,265,59
mathesar.org,243,67
Google,210,43
up-for-grabs.net,101,19
news.ycombinator.com,85,12
summerofcode.withgoogle.com,84,15
wiki.mathesar.org,60,12
medevel.com,19,8
aritra8438.github.io,13,4
docs.mathesar.org,10,9
