referrer,views_total,views_unique
github.com,1382,93
mathesar.org,342,50
madewithsvelte.com,243,3
docs.mathesar.org,227,17
Google,181,43
goodfirstissues.com,92,35
news.ycombinator.com,39,32
svelte.dev,30,1
mail.google.com,26,3
com.google.android.gm,25,3
