referrer,views_total,views_unique
github.com,747,86
Google,280,37
mathesar.org,257,53
docs.mathesar.org,253,23
svelte.dev,68,35
news.ycombinator.com,37,23
medevel.com,32,5
mail.google.com,21,4
up-for-grabs.net,14,5
ecosia.org,13,1
