referrer,views_total,views_unique
github.com,543,87
Google,290,42
mathesar.org,197,49
docs.mathesar.org,51,10
madewithsvelte.com,43,3
news.ycombinator.com,39,14
up-for-grabs.net,18,4
t.co,17,11
medevel.com,13,9
wiki.mathesar.org,12,5
