referrer,views_total,views_unique
github.com,553,91
news.ycombinator.com,251,14
mathesar.org,216,42
Google,213,54
docs.mathesar.org,74,23
medevel.com,30,8
centerofci.org,26,1
svelte.dev,24,21
up-for-grabs.net,20,5
groups.google.com,16,4
