referrer,views_total,views_unique
github.com,843,90
mathesar.org,284,56
docs.mathesar.org,228,18
Google,210,42
news.ycombinator.com,145,27
svelte.dev,57,40
medevel.com,32,5
centerofci.org,26,1
up-for-grabs.net,15,6
mail.google.com,15,4
