referrer,views_total,views_unique
github.com,443,74
Google,355,51
mathesar.org,284,52
wiki.mathesar.org,67,11
docs.mathesar.org,24,6
summerofcode.withgoogle.com,23,12
up-for-grabs.net,21,6
news.ycombinator.com,17,12
groups.google.com,15,2
madewithsvelte.com,12,1
