time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-09-05 00:00:00+00:00,63,9,326,24
2023-09-06 00:00:00+00:00,155,12,222,33
2023-09-07 00:00:00+00:00,139,15,346,36
2023-09-08 00:00:00+00:00,111,10,218,34
2023-09-09 00:00:00+00:00,16,7,217,29
2023-09-10 00:00:00+00:00,5,5,152,25
2023-09-11 00:00:00+00:00,181,13,366,37
2023-09-12 00:00:00+00:00,96,9,197,34
2023-09-13 00:00:00+00:00,88,9,337,35
2023-09-14 00:00:00+00:00,54,8,249,33
2023-09-15 00:00:00+00:00,104,11,176,35
2023-09-16 00:00:00+00:00,237,9,185,24
2023-09-17 00:00:00+00:00,53,9,93,31
2023-09-18 00:00:00+00:00,170,13,496,47
