referrer,views_total,views_unique
github.com,1176,92
Google,379,50
mathesar.org,175,55
docs.mathesar.org,157,30
svelte.dev,101,45
news.ycombinator.com,69,31
mail.google.com,39,4
com.google.android.gm,27,3
Bing,24,2
medevel.com,23,7
