referrer,views_total,views_unique
github.com,841,76
mathesar.org,251,39
Google,188,44
docs.mathesar.org,73,16
svelte.dev,19,16
up-for-grabs.net,18,8
groups.google.com,17,2
mail.google.com,17,2
waves.digitalocean.com,16,11
medevel.com,13,6
