referrer,views_total,views_unique
github.com,1373,102
Google,420,58
mathesar.org,165,52
docs.mathesar.org,161,31
svelte.dev,102,51
news.ycombinator.com,57,28
mail.google.com,39,5
Bing,31,3
com.google.android.gm,27,3
up-for-grabs.net,25,8
