referrer,views_total,views_unique
github.com,1581,132
Google,555,82
mathesar.org,295,82
docs.mathesar.org,245,39
svelte.dev,243,134
up-for-grabs.net,77,13
mail.google.com,61,9
news.ycombinator.com,52,40
Bing,32,4
groups.google.com,26,3
