time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-06-01 00:00:00+00:00,144,9,319,44
2023-06-02 00:00:00+00:00,130,13,682,240
2023-06-03 00:00:00+00:00,67,9,543,148
2023-06-04 00:00:00+00:00,56,9,485,112
2023-06-05 00:00:00+00:00,291,25,636,129
2023-06-06 00:00:00+00:00,266,12,572,92
2023-06-07 00:00:00+00:00,177,23,398,62
2023-06-08 00:00:00+00:00,195,19,307,75
2023-06-09 00:00:00+00:00,214,6,349,51
2023-06-10 00:00:00+00:00,22,6,131,41
2023-06-11 00:00:00+00:00,17,6,263,40
2023-06-12 00:00:00+00:00,129,8,403,78
2023-06-13 00:00:00+00:00,228,16,318,64
2023-06-14 00:00:00+00:00,198,10,352,48
