referrer,views_total,views_unique
github.com,455,66
Google,371,64
mathesar.org,245,54
wiki.mathesar.org,171,13
summerofcode.withgoogle.com,37,14
docs.mathesar.org,25,7
up-for-grabs.net,19,5
news.ycombinator.com,16,11
groups.google.com,15,2
aritra8438.github.io,12,4
