referrer,views_total,views_unique
Google,519,40
github.com,304,65
mathesar.org,118,39
groups.google.com,64,2
docs.mathesar.org,46,10
korben.info,24,3
django-news.com,15,13
search.brave.com,12,2
news.ycombinator.com,10,10
medevel.com,10,6
