referrer,views_total,views_unique
github.com,292,71
Google,264,47
mathesar.org,248,67
up-for-grabs.net,124,17
summerofcode.withgoogle.com,94,21
news.ycombinator.com,84,11
wiki.mathesar.org,59,11
docs.mathesar.org,21,10
search.brave.com,19,1
medevel.com,16,6
