referrer,views_total,views_unique
github.com,1606,153
Google,700,98
mathesar.org,458,110
docs.mathesar.org,261,48
svelte.dev,210,117
news.ycombinator.com,170,79
up-for-grabs.net,68,10
com.google.android.gm,67,6
Bing,46,6
mail.google.com,38,8
