referrer,views_total,views_unique
github.com,754,95
mathesar.org,223,48
Google,220,43
wiki.mathesar.org,66,11
madewithsvelte.com,54,3
docs.mathesar.org,40,6
medevel.com,26,6
up-for-grabs.net,21,8
t.co,14,3
news.ycombinator.com,12,10
