time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-06-07 00:00:00+00:00,177,23,398,62
2023-06-08 00:00:00+00:00,195,19,307,75
2023-06-09 00:00:00+00:00,214,6,349,51
2023-06-10 00:00:00+00:00,22,6,131,41
2023-06-11 00:00:00+00:00,17,6,263,40
2023-06-12 00:00:00+00:00,129,8,403,78
2023-06-13 00:00:00+00:00,228,16,318,64
2023-06-14 00:00:00+00:00,199,11,352,48
2023-06-15 00:00:00+00:00,83,8,146,27
2023-06-16 00:00:00+00:00,43,8,202,40
2023-06-17 00:00:00+00:00,49,7,193,33
2023-06-18 00:00:00+00:00,6,6,97,23
2023-06-19 00:00:00+00:00,48,7,207,32
2023-06-20 00:00:00+00:00,181,6,204,27
