referrer,views_total,views_unique
github.com,460,76
Google,244,43
mathesar.org,215,46
news.ycombinator.com,74,13
wiki.mathesar.org,74,9
summerofcode.withgoogle.com,73,15
up-for-grabs.net,29,7
aritra8438.github.io,15,3
docs.mathesar.org,13,5
medevel.com,7,5
