referrer,views_total,views_unique
github.com,859,87
Google,322,38
mathesar.org,217,57
docs.mathesar.org,101,26
svelte.dev,74,40
news.ycombinator.com,41,26
com.google.android.gm,26,3
medevel.com,21,6
mail.google.com,17,3
up-for-grabs.net,13,5
