time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-05-06 00:00:00+00:00,20,7,327,43
2023-05-07 00:00:00+00:00,33,8,167,29
2023-05-08 00:00:00+00:00,53,17,200,27
2023-05-09 00:00:00+00:00,109,12,299,34
2023-05-10 00:00:00+00:00,91,12,247,34
2023-05-11 00:00:00+00:00,83,15,154,37
2023-05-12 00:00:00+00:00,6,6,363,30
2023-05-13 00:00:00+00:00,29,7,74,16
2023-05-14 00:00:00+00:00,11,8,137,34
2023-05-15 00:00:00+00:00,34,11,260,42
2023-05-16 00:00:00+00:00,49,10,220,46
2023-05-17 00:00:00+00:00,52,17,152,31
2023-05-18 00:00:00+00:00,161,20,285,28
2023-05-19 00:00:00+00:00,57,12,191,40
