referrer,views_total,views_unique
github.com,488,85
mathesar.org,283,45
Google,255,41
wiki.mathesar.org,79,10
summerofcode.withgoogle.com,63,15
docs.mathesar.org,30,5
up-for-grabs.net,28,7
news.ycombinator.com,26,12
aritra8438.github.io,15,3
madewithsvelte.com,12,1
