referrer,views_total,views_unique
github.com,320,60
mathesar.org,161,61
Google,149,35
news.ycombinator.com,88,10
docs.mathesar.org,87,9
wiki.mathesar.org,83,15
up-for-grabs.net,78,12
summerofcode.withgoogle.com,26,7
medevel.com,19,7
aritra8438.github.io,10,4
