referrer,views_total,views_unique
github.com,950,89
Google,399,44
mathesar.org,206,59
docs.mathesar.org,113,28
svelte.dev,81,47
news.ycombinator.com,68,30
com.google.android.gm,26,3
medevel.com,24,8
mail.google.com,17,3
ecosia.org,13,1
