referrer,views_total,views_unique
github.com,831,99
mathesar.org,220,43
Google,208,42
wiki.mathesar.org,63,11
madewithsvelte.com,56,4
docs.mathesar.org,46,4
medevel.com,24,8
news.ycombinator.com,20,14
up-for-grabs.net,17,7
t.co,14,3
