referrer,views_total,views_unique
github.com,782,83
mathesar.org,250,52
docs.mathesar.org,236,20
Google,192,37
news.ycombinator.com,98,24
svelte.dev,60,36
medevel.com,32,5
mail.google.com,21,4
up-for-grabs.net,14,5
ecosia.org,13,1
