referrer,views_total,views_unique
github.com,1456,142
Google,620,91
mathesar.org,327,88
docs.mathesar.org,239,42
svelte.dev,238,136
news.ycombinator.com,89,60
up-for-grabs.net,77,13
mail.google.com,41,10
groups.google.com,37,5
Bing,29,4
