referrer,views_total,views_unique
github.com,691,96
mathesar.org,278,44
Google,232,37
mail.google.com,60,3
docs.mathesar.org,29,9
madewithsvelte.com,16,2
news.ycombinator.com,14,9
up-for-grabs.net,13,5
sukshan.github.io,8,2
aritra8438.github.io,7,1
