referrer,views_total,views_unique
github.com,1514,109
Google,435,59
mathesar.org,226,68
docs.mathesar.org,165,35
svelte.dev,163,92
news.ycombinator.com,63,32
up-for-grabs.net,43,10
mail.google.com,43,7
groups.google.com,35,4
Bing,31,3
